Prices,Reviews,urls,Brand,Processor_Type,RAM_Size,Storage_Capacity,Storage_Type,Screen_Size_Inches,Operating_System,Processor_Generation
41730,4.2,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-5-hexa-core-5625u-16-gb-1-tb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMGU2D9ZAXCAHBU&lid=LSTCOMGU2D9ZAXCAHBUJS8WIS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_34&otracker=search&otracker1=search&fm=Search&iid=6eea22f2-d003-4909-99e7-dabe7acae419.COMGU2D9ZAXCAHBU.SEARCH&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,Acer,AMD Ryzen 5,16 GB DDR4 RAM,1 TB,SSD,15.6,Windows 11,Not Available
27390,4.2,https://www.flipkart.com/lenovo-v15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-g4-amn-1-thin-light-laptop/p/itmdcccd5f5d1865?pid=COMGPYKZAWY8UX6C&lid=LSTCOMGPYKZAWY8UX6CANOGR8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_35&otracker=search&otracker1=search&fm=Search&iid=6eea22f2-d003-4909-99e7-dabe7acae419.COMGPYKZAWY8UX6C.SEARCH&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,Lenovo,AMD Ryzen 3,8 GB LPDDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
45990,4.1,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj521ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJ8RVSQZE8&lid=LSTCOMGZDQJ8RVSQZE8G3WDIQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_36&otracker=search&otracker1=search&fm=Search&iid=6eea22f2-d003-4909-99e7-dabe7acae419.COMGZDQJ8RVSQZE8.SEARCH&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,ASUS,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
84990,4.1,https://www.flipkart.com/msi-commercial-14-h-intel-core-i5-13th-gen-13500h-16-gb-1-tb-ssd-windows-11-home-a13mg-vpro-069in-thin-light-laptop/p/itm869e7ffedde0f?pid=COMGXMY5PWMRA4XD&lid=LSTCOMGXMY5PWMRA4XDUGCCLZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_37&otracker=search&otracker1=search&fm=Search&iid=en_vxrV7beLs8cMG-QLiUzsOdM74iEuYHuvIMvviKD2zVuqNgsyPliH-r5XmlAaEHutg-RdOFwvUjTKOoZYWjNDI_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,MSI,Intel Core i5,16 GB DDR4 RAM,1 TB,SSD,14.0,Windows 11,13th Gen
87390,4.4,https://www.flipkart.com/lenovo-yoga-6-amd-ryzen-7-octa-core-7730u-16-gb-1-tb-ssd-windows-11-home-13abr8-2-1-laptop/p/itm0a5d2a15938e8?pid=COMGSVFES2XSYQYY&lid=LSTCOMGSVFES2XSYQYYYK27H0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_38&otracker=search&otracker1=search&fm=Search&iid=en_vxrV7beLs8cMG-QLiUzsOdM74iEuYHuvIMvviKD2zVtL0HLC2OBJHTo5wCpKUXEddEiwUT4e2-78M93ckaHZhPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,Lenovo,AMD Ryzen 7,16 GB LPDDR4X RAM,1 TB,SSD,13.3,Windows 11,Not Available
46990,4.4,https://www.flipkart.com/acer-aspire-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-al15-52h-thin-light-laptop/p/itmc262e2fa338ce?pid=COMH59E4SZYVDQUU&lid=LSTCOMH59E4SZYVDQUU1KQHXN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=search&otracker1=search&fm=Search&iid=6eea22f2-d003-4909-99e7-dabe7acae419.COMH59E4SZYVDQUU.SEARCH&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,Acer,Intel Core i5,16 GB LPDDR5 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
44990,4.2,https://www.flipkart.com/acer-aspire-intel-core-i5-12th-gen-12450h-12-gb-512-gb-ssd-windows-11-home-al15-52h-thin-light-laptop/p/itmc262e2fa338ce?pid=COMH59E4MRQZEJEH&lid=LSTCOMH59E4MRQZEJEHLHHDZI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_40&otracker=search&otracker1=search&fm=Search&iid=6eea22f2-d003-4909-99e7-dabe7acae419.COMH59E4MRQZEJEH.SEARCH&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,Acer,Intel Core i5,12 GB LPDDR5 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
82990,4,https://www.flipkart.com/hp-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-14-gr1023tu-thin-light-laptop/p/itm3a3020e1ac05e?pid=COMH28U42UFHKJZH&lid=LSTCOMH28U42UFHKJZHJUT2UZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=search&otracker1=search&fm=Search&iid=en_vxrV7beLs8cMG-QLiUzsOdM74iEuYHuvIMvviKD2zVvNauqwNccOB7d3qywD8PvXfVkJ37jnu0ilbRpw4qELzvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,HP,Intel Core Ultra,16 GB DDR5 RAM,512 GB,SSD,14.0,Windows 11,Not Available
72990,4.3,https://www.flipkart.com/hp-pavilion-plus-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-14-ew0116tu-thin-light-laptop/p/itm565ffefa3cf12?pid=COMGYAM9QQECTR6A&lid=LSTCOMGYAM9QQECTR6ABQLPSQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=search&otracker1=search&fm=Search&iid=en_vxrV7beLs8cMG-QLiUzsOdM74iEuYHuvIMvviKD2zVvR9mBC7KZAb9KDg_lEEI4oHsfBuisa5EMkioI5ppEsQvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,HP,Intel Core i5,16 GB LPDDR5X RAM,512 GB,SSD,14.0,Windows 11,13th Gen
52990,3.9,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a715-76g-548j-gaming-laptop/p/itm20708ce5793f7?pid=COMGP8QVTK3EQDXE&lid=LSTCOMGP8QVTK3EQDXEDMBVDN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=search&otracker1=search&fm=Search&iid=6eea22f2-d003-4909-99e7-dabe7acae419.COMGP8QVTK3EQDXE.SEARCH&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,Acer,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
31999,4.8,https://www.flipkart.com/lenovo-intel-core-i3-12th-gen-16-gb-512-gb-ssd-windows-11-home-v14-thin-light-laptop/p/itmc3562e2732a4c?pid=COMH6ACMHPWDN4V3&lid=LSTCOMH6ACMHPWDN4V3AJAOAO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=search&otracker1=search&fm=Search&iid=6eea22f2-d003-4909-99e7-dabe7acae419.COMH6ACMHPWDN4V3.SEARCH&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,Lenovo,Intel Core i3,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
49750,4,https://www.flipkart.com/dell-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-inspiron-3530-thin-light-laptop/p/itm1a4c8b8dbb6d7?pid=COMHYGBZSWASQK9B&lid=LSTCOMHYGBZSWASQK9BPX07QQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&otracker1=search&fm=Search&iid=6eea22f2-d003-4909-99e7-dabe7acae419.COMHYGBZSWASQK9B.SEARCH&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,DELL,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
22990,4,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&otracker1=search&fm=Search&iid=6eea22f2-d003-4909-99e7-dabe7acae419.COMHFZYZFVD2MCAB.SEARCH&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,Acer,Intel Celeron Dual,8 GB LPDDR4X RAM,512 GB,SSD,14.0,Windows 11,Not Available
141990,4.1,https://www.flipkart.com/msi-pulse-16-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-240-hz-c1vfkg-030in-gaming-laptop/p/itm9ffb75d2f5e4c?pid=COMGYSGNYHSHABAE&lid=LSTCOMGYSGNYHSHABAEJPWY8N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=search&otracker1=search&fm=Search&iid=en_vxrV7beLs8cMG-QLiUzsOdM74iEuYHuvIMvviKD2zVt9O0x3YbPLgtiD74Da_eFpcjVVWnh9C0qyRPaAXNtNqfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,MSI,Intel Core Ultra,16 GB DDR5 RAM,1 TB,SSD,16.0,Windows 11,Not Available
112990,4,https://www.flipkart.com/hp-omen-intel-core-i7-14th-gen-14650hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-16-wf1096tx-gaming-laptop/p/itm98841df0cbbc6?pid=COMHFCEENHGMPUDC&lid=LSTCOMHFCEENHGMPUDCKYD9VS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&otracker1=search&fm=Search&iid=en_vxrV7beLs8cMG-QLiUzsOdM74iEuYHuvIMvviKD2zVssJkkiYZrtc4iNvAZuydcPEI8CdX0g8H0nzJe80CFsn6V8WX5krIChubBlraAu4CQ%3D&ppt=sp&ppn=sp&ssid=a1ywds3tkg0000001744324310848&qH=312f91285e048e09,HP,Intel Core i7,16 GB DDR5 RAM,1 TB,SSD,16.1,Windows 11,14th Gen
21490,4.3,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZHA5YJHS3&lid=LSTCOMHFZYZHA5YJHS30OEKLM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_49&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMHFZYZHA5YJHS3.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,Acer,Intel Celeron Dual,8 GB LPDDR4X RAM,256 GB,SSD,14.0,Windows 11,Not Available
20990,4,https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-plus-laptop/p/itm1a0b8c551a8e1?pid=COMGVGD39MWGVFXH&lid=LSTCOMGVGD39MWGVFXH7GJDZ8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_50&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMGVGD39MWGVFXH.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,CHUWI,Intel Celeron Quad,8 GB LPDDR5 RAM,256 GB,SSD,15.6,Windows 11,12th Gen
44490,4.4,https://www.flipkart.com/lenovo-v15-g3-iap-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-82tta07rih-thin-light-laptop/p/itm575eadcc5ae49?pid=COMH6XHKJSQN4CT3&lid=LSTCOMH6XHKJSQN4CT3KSIQEC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_51&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH6XHKJSQN4CT3.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,Lenovo,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
32990,4.2,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj321ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMGT2ZXC24MFNFA&lid=LSTCOMGT2ZXC24MFNFAH8MFND&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_52&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMGT2ZXC24MFNFA.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,ASUS,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
32990,4.2,https://www.flipkart.com/thomson-neo-core-series-intel-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-in-n15i-thin-light-laptop/p/itmbc383ca17b77c?pid=COMGXXF2HG7CCYBR&lid=LSTCOMGXXF2HG7CCYBR4BJIEI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_53&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMGXXF2HG7CCYBR.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,Thomson,Intel Core i5,16 GB LPDDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
36990,4.3,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj323ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJ7WBQQ7AR&lid=LSTCOMGZDQJ7WBQQ7ARKVDISD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_54&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMGZDQJ7WBQQ7AR.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,ASUS,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
42990,4.5,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj527ws-x1504za-nj522ws-thin-light-laptop/p/itm200184e4e0443?pid=COMH4Y6KZGGKYCGP&lid=LSTCOMH4Y6KZGGKYCGP6QZMPB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_55&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH4Y6KZGGKYCGP.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,ASUS,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
29990,3.8,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-8-gb-256-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm58dc5baf51a9f?pid=COMH7NCZGUEHXDEN&lid=LSTCOMH7NCZGUEHXDENGYNLZA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_56&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH7NCZGUEHXDEN.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,Acer,Intel Core i3,8 GB DDR4 RAM,256 GB,SSD,14.0,Windows 11,13th Gen
36990,4.2,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj342ws-thin-light-laptop/p/itm200184e4e0443?pid=COMH3BKW6EQAZAWC&lid=LSTCOMH3BKW6EQAZAWCJ4JQRL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_57&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH3BKW6EQAZAWC.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,ASUS,Intel Core i3,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
84990,4.2,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-fa507nur-lp082w-laptop/p/itmc6ca6f861b082?pid=COMH2XBQSRKDXZMC&lid=LSTCOMH2XBQSRKDXZMCIHNGPM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_58&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH2XBQSRKDXZMC.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,ASUS,AMD Ryzen 7,16 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
54990,4,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-5-hexa-core-7535hs-8-gb-512-gb-ssd-windows-11-pro-4-graphics-nvidia-geforce-rtx-2050-fa506nf-hn578w-laptop/p/itm10514ecd2a794?pid=COMH3BGBNJYFUAMQ&lid=LSTCOMH3BGBNJYFUAMQOWXSMQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH3BGBNJYFUAMQ.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,ASUS,AMD Ryzen 5,8 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
29990,4.3,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj322ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFQZGYKEZG&lid=LSTCOMGMGXFQZGYKEZGUU1BUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMGMGXFQZGYKEZG.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,ASUS,AMD Ryzen 3,8 GB LPDDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
36590,4.1,https://www.flipkart.com/hp-15-g9-2025-amd-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm8b3f045df43be?pid=COMH9F24SECZFEZW&lid=LSTCOMH9F24SECZFEZW6HRLWC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH9F24SECZFEZW.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,HP,AMD Ryzen 5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
47990,4.3,https://www.flipkart.com/lenovo-ideapad-1-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itm7ecd736658657?pid=COMH3G96HYWQH8RT&lid=LSTCOMH3G96HYWQH8RTC57SWT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH3G96HYWQH8RT.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,Lenovo,AMD Ryzen 7,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
43999,4.2,https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-fy5008tu-thin-light-laptop/p/itm8d69b349edfda?pid=COMH8WHXHNUAMKV3&lid=LSTCOMH8WHXHNUAMKV3KL4LYG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_63&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH8WHXHNUAMKV3.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,HP,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
27990,4,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH397X2KJ8XCHR.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,Acer,AMD Ryzen 3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
49990,4,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm9c941ce3b0545?pid=COMH8VHGGJ9U4PCH&lid=LSTCOMH8VHGGJ9U4PCHUYSG5O&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_65&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH8VHGGJ9U4PCH.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,Lenovo,Intel Core i5,16 GB LPDDR5 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
31490,4.2,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSHCGSZY44&lid=LSTCOMH2TPSHCGSZY44IBA3CY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_66&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH2TPSHCGSZY44.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,Acer,AMD Ryzen 3,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
59985,4.1,https://www.flipkart.com/hp-pavilion-14-touchscreen-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-14-dv2041tu-laptop/p/itm5b68c71d614ff?pid=COMGZHNMQFWGTVDX&lid=LSTCOMGZHNMQFWGTVDXHXPDCV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_67&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMGZHNMQFWGTVDX.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,HP,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
34990,4.4,https://www.flipkart.com/hp-15r-2025-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-g9-thin-light-laptop/p/itma7df4d7d70080?pid=COMH9MT3HWTYP8UY&lid=LSTCOMH9MT3HWTYP8UYKOMRRU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_68&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMH9MT3HWTYP8UY.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,HP,Intel Core i3,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
28990,4.3,https://www.flipkart.com/acer-one-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-ao-14-z-8-415-thin-light-laptop/p/itm91bac6ba57245?pid=COMGPF5CQ7VDWDT4&lid=LSTCOMGPF5CQ7VDWDT4PET780&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_69&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMGPF5CQ7VDWDT4.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,Acer,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,11th Gen
72899,4.3,https://www.flipkart.com/hp-pavilion-intel-core-i7-12th-gen-1255u-16-gb-1-tb-ssd-windows-11-home-14-dv2015tu-thin-light-laptop/p/itmc7b74eb323f11?pid=COMGEG3ZZGWA8XE2&lid=LSTCOMGEG3ZZGWA8XE2JOS971&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_70&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMGEG3ZZGWA8XE2.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,HP,Intel Core i7,16 GB DDR4 RAM,1 TB,SSD,14.0,Windows 11,12th Gen
35990,4.2,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk322ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFE9F37AMQ&lid=LSTCOMGMGXFE9F37AMQLGQ2YD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_71&otracker=search&otracker1=search&fm=Search&iid=2f79bd2b-56a1-41be-b937-5ee4771a9f69.COMGMGXFE9F37AMQ.SEARCH&ppt=sp&ppn=sp&ssid=43prirm51c0000001744324312953&qH=312f91285e048e09,ASUS,AMD Ryzen 3,8 GB LPDDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
